Total,esl,nativeAmerican,black,latino,asian,white,female,attendance,povertyRate,teachers
952,43,0.5,7.1,23.5,5.8,63,50.2,89.9,47.6,68
795,25,0.1,0.5,5.7,3.9,89.8,49.3,94.2,12.7,48
779,26,0.6,1.7,13.7,7.6,76.4,44.7,93.4,26.8,72
225,8,0.9,0,8,1.8,89.3,43.6,94.3,14.5,16
895,33,0.6,1,9.6,2.7,86.2,48.2,94.5,15.6,63
1192,6,0.3,1.3,6.5,4.9,87,48,93.4,16.8,72
441,24,0.4,1.4,13.4,3,81.9,48.3,93.9,24.3,33
283,31,0.4,19.8,32.2,5,42.8,44.9,93.1,56.4,25
736,69,0.4,22.2,34.9,13.7,28.8,52.2,94.1,69.3,49
576,41,0.2,45.5,46.7,1.6,6.1,48.3,88.3,84,50
1043,167,0.8,31.4,54.6,5.9,7.3,48.7,90.4,68.6,81
541,62,0.6,47.9,46,1.1,4.4,47.1,89.5,84.2,54
660,98,0.9,19.2,55.9,6.7,17.3,48.2,94.2,71.7,46
425,152,0.2,22.8,68.9,2.1,5.9,47.8,93,91.1,32
524,127,0.8,26.9,56.1,4,12.2,51,91.7,79.6,40
1227,145,1,24.4,40.6,11.6,22.4,50,92.8,60.5,85
563,31,0.5,2.3,11,3.2,83,46.4,94.5,19.6,38
1533,10,0.3,1,9.4,3.8,85.4,47.3,92.7,19.5,93
183,17,0.6,7.6,29,6.6,56.3,51.4,94.5,58.1,17
926,66,0.3,24.1,39.3,7.9,28.4,42.3,90.2,48.3,82
582,24,0.5,11.7,15.3,15,57.6,48.4,94.9,36.7,40
817,25,0.4,4.6,17.1,7,70.9,45.3,94.6,23.9,56
520,32,1.2,55.4,30,2.5,11,45,90.6,83,42
890,29,1,1.2,8.9,3.8,85.1,47.3,94.3,17.7,54
1180,17,0.4,1,6.1,3.4,89.1,51.1,93.3,18.4,67
351,23,0,20.8,18.2,12,49,47.3,94.2,32.5,20
953,15,0.5,0.5,5.5,3.9,89.6,49.1,94.5,15.3,62
378,46,0,4.5,24.3,5,66.1,47.6,93.5,62.4,35
472,38,0.2,3.2,23.9,12.5,60.2,49.8,94.1,58.6,32
649,63,0.5,2.6,22.5,5.9,68.6,48.7,94.4,45.8,48
983,22,0.2,0.7,8.2,4.1,86.8,49.3,94.2,20.2,70
837,60,0.6,51.6,37.3,2.8,7.8,49.7,89.9,75.3,75
999,39,0.4,23.2,30.7,6,39.6,49.2,92.9,47.7,61
297,27,0.3,15.5,26.6,8.1,49.5,47.8,93.1,53,27
298,0,1.7,14.8,16.1,13.8,53.7,58.4,93.8,19.5,19
415,46,0.5,5.8,13.5,21.9,58.3,48.9,94.6,32.8,24
939,74,0.3,43.4,29.7,9.8,16.7,47,89.1,67.1,83
592,44,1,2.2,10.1,6.8,79.9,49.2,93.6,25.6,45
1175,76,0.3,23.3,41,8.2,27.2,48.8,90.3,51.7,84
643,71,0.2,3.1,16.5,8.9,71.4,47.3,93.3,39.2,54
705,21,0.6,1.7,7.9,3.6,86.2,44.3,93.2,19.1,57
852,87,0.4,6.5,18.2,34.2,40.8,50.5,94.5,37.1,57
703,10,0.3,0.8,7.2,5,86.6,49.9,94.4,13.1,48
765,12,0.8,1,7.4,3.4,87.3,48.6,94.7,21.9,51
657,41,0.9,59.2,27.7,3,9.1,48,91.3,82.6,73
751,78,0.1,5.1,20.5,20.8,53.5,46.2,94.2,37.1,56
902,66,0.2,5.3,21.3,9,64.2,47.2,93.6,55.9,71
1352,63,0.6,38.6,29.5,4,27.3,55.6,91.6,55,92
852,51,0.2,4.7,18.9,16,60.2,50.6,93.9,34.1,66
1847,87,0.1,17,20.6,18.5,43.8,48.6,91.5,42.3,114
1347,9,0.1,2.7,10.4,6.9,80,48.6,93.5,18.6,82
2308,115,0.4,16.8,21.4,7,54.4,48.3,87,35.4,120
2499,152,0.2,27.8,33.1,7.5,31.3,49.5,84.3,39.1,133
2851,189,0.5,36.4,29.8,6.3,26.9,52.9,84.4,48.5,155
3848,53,0.1,2,9,6.1,82.8,49.9,89.8,8.3,183
3358,109,0.3,12.6,20.8,14.8,51.6,49.6,87.5,20.2,168
761,20,0.3,43.2,29.8,4.2,22.5,33,86.7,41.2,61
912,1,0,1.6,4.2,20.5,73.7,45,96.2,7.1,51
744,68,0.5,62.1,35.5,0.5,1.3,48,89.5,92.4,62
623,60,0.2,24.9,70.5,2.2,2.2,50.4,90.1,80,56
539,124,0.2,3.9,89.6,3.9,2.4,50.8,93.8,86.5,45
613,63,0.5,20.9,75.7,0.6,2.3,50.7,90.5,94.1,53
495,73,0,8.9,85.9,2.6,2.6,50.7,92,92.6,45
986,158,0.2,6.5,88,4,1.3,48.7,92.4,96.6,69
981,58,0.3,5.2,92.5,1.3,0.7,48,92.6,93.7,82
452,65,0,22.6,73.7,0.2,3.5,46.9,92.3,85.6,43
731,81,0.3,7.7,85.5,4.9,1.6,49.2,90.7,97.6,64
810,100,0.4,18.5,77.5,1.6,2,47.6,90.6,98.5,69
830,64,0.6,32.6,64.7,0.6,1.4,49.8,89,93.4,74
618,39,1,45.5,51.8,1.3,0.5,47.6,89.6,84.4,64
531,48,2.1,55.6,38.8,0.8,2.8,52.2,88.5,82.7,41
553,48,0.5,10,87.9,1.3,0.4,53,90.6,89,51
526,33,0.6,14.4,83.3,1,0.8,48.3,90.7,89.4,49
572,161,0.4,8.9,86.7,1.9,2.1,51.4,93.4,82.6,45
872,93,0.1,17.6,79.1,0.8,2.4,50.8,91.6,80.1,70
1228,7,0.2,70.6,24.3,4.3,0.6,53,94.9,54.9,66
684,135,0.4,25.7,71.8,0.9,1.2,48.4,93,97.7,58
201,33,0,27.9,71.6,0.5,0,52.7,82.5,67,12
648,71,0.3,11.3,87,0.6,0.8,52.9,82.2,82.1,47
435,69,0,27.4,72,0.2,0.5,52.4,81,86.3,35
395,64,0.8,29.9,66.3,2,1,37.5,82.1,80.9,33
484,80,0,34.1,62.8,1.6,1.4,52.3,78.8,77.6,33
458,105,0.2,16.6,81.4,1.3,0.4,58.1,80.7,86.6,35
